Farming_off,Fishery_off,Gardening_off,Pet grooming_off,Pet training_off,Drawing_off,Painting_off,Sculpture_off,Print making_off,Poetry_off,Make-up_off,Facials_off,Pedicure & Manicure_off,Hair care_off,Ballet_off,Tap dance_off,Jazz dance_off,Salsa_off,Ballroom dance_off,Piano_off,Guitar_off,Drumming_off,Trumpet_off,Composing_off,Script writing_off,Play writing_off,Poetry writing_off,Caligraphy_off,Blogging_off,Journalism_off,German_off,Spanish_off,Arabic_off,French_off,English_off,Nutrition_off,Fitness & Excercise_off,Wellness_off,Tennis_off,Football_off,Basketball_off,Yoga_off,Baseball_off,Gymnastic_off,Cooking_off,Baking_off,Grilling_off,Meal planning_off,Sautéing_off,Programming_off,Graphic design_off,Data Analysis_off,Photoshop_off,Social Media_off,Camera handling_off,Photo editing_off,Lighting_off,Landscape photography_off,Portrait photography_off,Image processing_off,Video editing_off,Film making_off,Animation_off,Motion graphics_off,Visual effects_off,Expert_skill,Matched_skills_samples,Skill Domains
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Expert,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,Football_off,"['Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']",['Sports']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Beginner,Beginner,Expert,Visual effects_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off']",['Video']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Novice,Expert,Beginner,,,,,,,,,,,,,,,,,Meal planning_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Sautéing_off']",['Food']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Expert,Beginner,Novice,Intermediate,Beginner,Expert,Novice,Novice,,,,,,,Novice,Advanced,Novice,Novice,Expert,Visual effects_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']","['Food', 'Video', 'Technology']"
,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Beginner,Intermediate,Advanced,,,,,,,,,,,,,,,,,Guitar_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Piano_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Food', 'Music']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Beginner,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,Baseball_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Gymnastic_off']",['Sports']
,,,Novice,Beginner,,,,,,,,,,Novice,Beginner,Expert,Intermediate,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Advanced,Expert,Novice,Expert,,,,,,Camera handling_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Pet grooming_off', 'Pet training_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']","['Dance', 'Animal Care', 'Photo']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Intermediate,Beginner,Novice,Intermediate,Beginner,Beginner,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,Tennis_off,"['Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Sports', 'Food']"
,,,Beginner,Expert,,,,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Beginner,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet training_off,"['Pet grooming_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Animal Care', 'Writing']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Beginner,Intermediate,Novice,Novice,Novice,Beginner,Expert,Beginner,Novice,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,Tennis_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']","['Language', 'Health', 'Sports']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Expert,Intermediate,Beginner,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,Football_off,"['Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']",['Sports']
,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Advanced,Beginner,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Advanced,Intermediate,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,Gymnastic_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off']","['Dance', 'Sports']"
,,,,,Intermediate,Novice,Expert,Novice,Intermediate,,,,,,,,,,,,,,,Novice,Expert,Beginner,Advanced,Novice,Novice,,,,,,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Play writing_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Script writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Health', 'Art', 'Writing']"
,,,,,Intermediate,Intermediate,Advanced,Novice,Expert,Intermediate,Intermediate,Intermediate,Novice,Expert,Intermediate,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poetry_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Dance', 'Art', 'Beauty']"
,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Novice,Novice,Advanced,,,,,,Expert,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrition_off,"['Fitness & Excercise_off', 'Wellness_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Health', 'Writing']"
,,,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Beginner,Expert,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Expert,Beginner,Motion graphics_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Visual effects_off', 'Pet grooming_off', 'Pet training_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Video', 'Animal Care', 'Language']"
Novice,Novice,Expert,,,Beginner,Advanced,Novice,Expert,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Expert,Novice,Expert,,,,,,Print making_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Poetry_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Art', 'Photo', 'Agriculture']"
Novice,Expert,Expert,,,,,,,,,,,,Intermediate,Novice,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gardening_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Farming_off', 'Fishery_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Health', 'Agriculture', 'Dance']"
,,,Expert,Novice,,,,,,,,,,,,,,,Beginner,Beginner,Intermediate,Intermediate,Beginner,,,,,,,,,,,,,,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,Pet grooming_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Pet training_off']","['Sports', 'Music', 'Animal Care']"
,,,,,Novice,Novice,Novice,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Intermediate,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Expert,Novice,Motion graphics_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Visual effects_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Art', 'Video', 'Language']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Intermediate,Advanced,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,Football_off,"['Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']",['Sports']
Intermediate,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Intermediate,,,,,,,Novice,Novice,Intermediate,Beginner,Intermediate,,,,,,,,,,,,,,,,,Fitness & Excercise_off,"['Nutrition_off', 'Wellness_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Health', 'Food', 'Agriculture']"
,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Advanced,Novice,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Expert,,,,,,,,,Beginner,Novice,Beginner,Novice,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,Journalism_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Writing', 'Sports', 'Music']"
,,,,,,,,,,,,,,,,,,,Novice,Beginner,Novice,Intermediate,Novice,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Beginner,Intermediate,Novice,Advanced,Intermediate,Intermediate,Expert,Beginner,,,,,,,,,,,,,,,,,Meal planning_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Sautéing_off']","['Sports', 'Music', 'Food']"
,,,,,,,,,,Novice,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,Intermediate,Advanced,Expert,Expert,Novice,,,,,,,,,,Beginner,Novice,Expert,Beginner,Beginner,,,,,,,,,,,,,,,,,Arabic_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'German_off', 'Spanish_off', 'French_off', 'English_off']","['Food', 'Beauty', 'Language']"
Beginner,Novice,Intermediate,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trumpet_off,"['Piano_off', 'Guitar_off', 'Drumming_off', 'Composing_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Music', 'Agriculture']"
,,,,,,,,,,,,,,Beginner,Intermediate,Novice,Novice,Novice,Novice,Novice,Expert,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trumpet_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Composing_off']","['Dance', 'Music']"
,,,,,Beginner,Expert,Novice,Beginner,Novice,,,,,Intermediate,Beginner,Advanced,Beginner,Beginner,,,,,,,,,,,,,,,,,Expert,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,Painting_off,"['Drawing_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Art', 'Health', 'Dance']"
Novice,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Expert,Novice,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Language', 'Agriculture']"
,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Expert,Intermediate,Novice,,,,,,Intermediate,Novice,Beginner,,,,,,,,,,,,Novice,Expert,Novice,Intermediate,Beginner,,,,,,,,,,,,Caligraphy_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Blogging_off', 'Journalism_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Writing', 'Technology', 'Health']"
,,,,,,,,,,Novice,Intermediate,Beginner,Beginner,,,,,,Beginner,Novice,Novice,Novice,Novice,,,,,,,,,,,,Novice,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Health', 'Beauty', 'Music']"
,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Beginner,Intermediate,Intermediate,,,,,,,,,,,,,,,,,Piano_off,"['Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Music', 'Food']"
,,,,,Novice,Intermediate,Beginner,Intermediate,Novice,,,,,,,,,,,,,,,Advanced,Intermediate,Expert,Beginner,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poetry writing_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Script writing_off', 'Play writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Art', 'Writing']"
Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Beginner,Novice,Intermediate,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,Fishery_off,"['Farming_off', 'Gardening_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']","['Agriculture', 'Sports']"
,,,,,,,,,,,,,,Novice,Novice,Expert,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Beginner,Novice,Novice,Novice,,,,,,,,,,,,,,,,,Jazz dance_off,"['Ballet_off', 'Tap dance_off', 'Salsa_off', 'Ballroom dance_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Dance', 'Food']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrition_off,"['Fitness & Excercise_off', 'Wellness_off']",['Health']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Intermediate,Expert,Novice,Beginner,Beginner,Intermediate,Novice,Novice,Advanced,,,,,,,,,,,,Novice,Intermediate,Advanced,Novice,Intermediate,Yoga_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Baseball_off', 'Gymnastic_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Sports', 'Food', 'Video']"
Intermediate,Beginner,Intermediate,,,,,,,,,,,,Advanced,Beginner,Beginner,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Advanced,Novice,Expert,,,,,,Image processing_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Photo', 'Agriculture', 'Dance']"
,,,Intermediate,Novice,,,,,,Expert,Novice,Expert,Expert,Novice,Advanced,Beginner,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballroom dance_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Pet grooming_off', 'Pet training_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Dance', 'Animal Care', 'Beauty']"
,,,,,Expert,Beginner,Novice,Advanced,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drawing_off,"['Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']",['Art']
,,,,,Beginner,Intermediate,Novice,Novice,Intermediate,,,,,,,,,,,,,,,Novice,Advanced,Advanced,Beginner,Novice,Novice,,,,,,,,,Novice,Expert,Intermediate,Beginner,Advanced,Beginner,,,,,,,,,,,,,,,,,,,,,,Football_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Writing', 'Sports', 'Art']"
,,,,,,,,,,,,,,Novice,Beginner,Expert,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jazz dance_off,"['Ballet_off', 'Tap dance_off', 'Salsa_off', 'Ballroom dance_off']",['Dance']
,,,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Advanced,Intermediate,Expert,,,,,,Pet training_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Pet grooming_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']","['Health', 'Animal Care', 'Photo']"
,,,,,,,,,,Novice,Intermediate,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Expert,,,,,,,Novice,Novice,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,Wellness_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Health', 'Food', 'Beauty']"
,,,,,,,,,,Intermediate,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facials_off,"['Make-up_off', 'Pedicure & Manicure_off', 'Hair care_off']",['Beauty']
Intermediate,Novice,Intermediate,,,Expert,Intermediate,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Expert,Novice,Intermediate,Novice,Novice,,,,,,Drawing_off,"['Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']","['Art', 'Agriculture', 'Photo']"
Expert,Expert,Beginner,,,,,,,,,,,,Intermediate,Intermediate,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farming_off,"['Fishery_off', 'Gardening_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Agriculture', 'Dance']"
,,,,,,,,,,,,,,Intermediate,Beginner,Novice,Novice,Novice,,,,,,Advanced,Expert,Beginner,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Intermediate,Beginner,,,,,,,,,,,,Play writing_off,"['Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Script writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Technology', 'Dance', 'Writing']"
,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Novice,Intermediate,Novice,,,,,,,Intermediate,Novice,Novice,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Novice,Beginner,Expert,Intermediate,Motion graphics_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Visual effects_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Language', 'Video', 'Music']"
,,,,,Beginner,Expert,Novice,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Painting_off,"['Drawing_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']",['Art']
,,,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Beginner,Beginner,Expert,Novice,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Advanced,Expert,Novice,,,,,,,,,,,,Photoshop_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Pet grooming_off', 'Pet training_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Social Media_off']","['Writing', 'Animal Care', 'Technology']"
,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Novice,Intermediate,,,,,,,Novice,Novice,Novice,Intermediate,Novice,,,,,,,,,,Novice,Advanced,Novice,Novice,Expert,,,,,,,,,,,,,,,,,Sautéing_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Language', 'Food', 'Music']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Novice,Beginner,Beginner,Novice,Beginner,,,,,,,Novice,Novice,Beginner,Novice,Advanced,,,,,,,,,,,,,,,,,German_off,"['Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Language', 'Food', 'Health']"
,,,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet training_off,['Pet grooming_off'],['Animal Care']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrition_off,"['Fitness & Excercise_off', 'Wellness_off']",['Health']
Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Beginner,Beginner,Novice,Expert,Novice,Beginner,Novice,Beginner,Intermediate,Image processing_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Photo', 'Agriculture', 'Video']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,Intermediate,Expert,Visual effects_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off']",['Video']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Intermediate,Beginner,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,Gymnastic_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off']",['Sports']
,,,,,,,,,,Beginner,Expert,Novice,Novice,,,,,,,,,,,,,,,,,Expert,Beginner,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facials_off,"['Make-up_off', 'Pedicure & Manicure_off', 'Hair care_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Beauty', 'Language']"
,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Beginner,Novice,Novice,Ballroom dance_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Dance', 'Video']"
Novice,Intermediate,Intermediate,,,Novice,Expert,Beginner,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Beginner,Intermediate,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,Painting_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Drawing_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Agriculture', 'Sports', 'Art']"
,,,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet grooming_off,['Pet training_off'],['Animal Care']
Expert,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farming_off,"['Fishery_off', 'Gardening_off']",['Agriculture']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Expert,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic_off,"['German_off', 'Spanish_off', 'French_off', 'English_off']",['Language']
